nombre_nuevo,marca,modelos,vista,color,detalle,origen,copias_descartadas,md5,ancho,alto,bytes_original,bytes_final,nota
byd_ti7_exterior_sd_5.jpg,byd,BYD Ti7,exterior,sd,,Ti7/Exterior/Ti 7-0 -001-1_download_PSD_RGB.jpg,,84d64147c52dc01bcba13b63edad911b,2000,1116,1598113,363221,
byd_ti7_exterior_sd_6.jpg,byd,BYD Ti7,exterior,sd,,Ti7/Exterior/Ti 7-0415-1_download_PSD_RGB.jpg,,952befd6f7cb65f4cddb0a338c62d3c2,2000,1116,6272518,752887,
byd_ti7_exterior_sd_7.jpg,byd,BYD Ti7,exterior,sd,,Ti7/Exterior/Ti 7-0415-3_download_PSD_RGB.jpg,,19323a81c9c641d496005ea5d778c850,2000,1116,4625895,689208,
byd_ti7_exterior_sd_8.jpg,byd,BYD Ti7,exterior,sd,,Ti7/Exterior/Ti 7_001_download_PSD_RGB.jpg,,241e463f9c7e1ba8914d9673cf8244f7,2000,1125,6841172,814521,
byd_ti7_exterior_sd_9.jpg,byd,BYD Ti7,exterior,sd,,Ti7/Exterior/Ti 7_002_download_PSD_RGB.jpg,,7072314fb08ee68c7b651914cae9f3a6,2000,1125,6270817,806764,
byd_ti7_exterior_sd_10.jpg,byd,BYD Ti7,exterior,sd,,Ti7/Exterior/Ti 7_download_PSD_RGB_download_PSD_RGB.jpg,,b09505104852efb3c95dbdbb9ee44219,2000,1116,5406792,582113,
byd_ti7_exterior_sd_0426kv.jpg,byd,BYD Ti7,exterior,sd,0426kv,Ti7/Exterior/Ti7-0426KV2_download_PSD_RGB.jpg,,a58b0a1534d8b28a069158e40d1710da,2000,950,15817588,401060,
byd_ti7_interior_sd_1.jpg,byd,BYD Ti7,interior,sd,,Ti7/Interior/TIi 7 Int (1)_download_PSD_RGB (11).jpg,,e315e29fa97c3f5026f5b538c27a86ff,2000,1138,22693571,1356375,
byd_ti7_interior_sd_2.jpg,byd,BYD Ti7,interior,sd,,Ti7/Interior/TIi 7 Int (14)_download_PSD_RGB .jpg,,e6c1a1803cce509c1f62f7ced6c26d3d,2000,1275,29963888,1856938,
byd_ti7_interior_sd_3.jpg,byd,BYD Ti7,interior,sd,,Ti7/Interior/TIi 7 Int (15)_download_PSD_RGB .jpg,,4bf65d580e72498c3cb7c943df8bd3da,2000,1416,52816863,2401612,
byd_ti7_interior_sd_4.jpg,byd,BYD Ti7,interior,sd,,Ti7/Interior/TIi 7 Int (16)_download_PSD_RGB (9).jpg,,635eada4e80a279ac834a250f3163d29,2000,1413,48814618,2336909,
byd_ti7_interior_sd_5.jpg,byd,BYD Ti7,interior,sd,,Ti7/Interior/TIi 7 Int (8)_download_PSD_RGB .jpg,,53ebcf166131d4a57a729d4b06d50b4a,2000,1248,19442963,544738,
byd_ti7_interior_sd_6.jpg,byd,BYD Ti7,interior,sd,,Ti7/Interior/TIi 7 Int (9)_download_PSD_RGB (8).jpg,,4ec3b2dbad2bcf6894b804da1de015ac,2000,1413,36225427,2221222,
byd_yuanpro_detalle_sd_testdrive-mardelplata.jpg,byd,BYD Yuan Pro,detalle,sd,testdrive-mardelplata,Yuan Pro/Detalles/BYD.TestDrive.MardelPlata.@braapedro-38.jpg,,99d0710f43b98c5f1754711db5bf68b6,2000,1333,1684190,348161,
byd_yuanpro_detalle_sd_luz-trasera-1.jpg,byd,BYD Yuan Pro,detalle,sd,luz-trasera,Yuan Pro/Detalles/Copia de YUAN PRO 车尾灯-湖绿.jpg,,40b61ed5655611423155a9dba81a043e,2000,1333,30844842,324997,
byd_yuanpro_detalle_sd_luz-trasera-2.jpg,byd,BYD Yuan Pro,detalle,sd,luz-trasera,Yuan Pro/Detalles/Copia de YUAN PRO 车尾灯-灰.jpg,,ad42efb637faf39de952d3b1740f0623,2000,1333,31931950,341054,
byd_yuanpro_detalle_sd_luz-trasera-3.jpg,byd,BYD Yuan Pro,detalle,sd,luz-trasera,Yuan Pro/Detalles/Copia de YUAN PRO 车尾灯-白.jpg,,5c7e288215d87c704e0902fea00af3fd,2000,1333,31685464,349927,
byd_yuanpro_detalle_sd_luz-trasera-4.jpg,byd,BYD Yuan Pro,detalle,sd,luz-trasera,Yuan Pro/Detalles/Copia de YUAN PRO 车尾灯-绿.jpg,,9da18f02d03145bd112db0484c283e27,2000,1333,32573904,351007,
byd_yuanpro_detalle_sd_luz-trasera-5.jpg,byd,BYD Yuan Pro,detalle,sd,luz-trasera,Yuan Pro/Detalles/Copia de YUAN PRO 车尾灯-黑.jpg,,11027a97e50ed673fe0a007f8771112a,2000,1333,28627990,305591,
byd_yuanpro_detalle_sd_1.jpg,byd,BYD Yuan Pro,detalle,sd,,Yuan Pro/Detalles/Copia de 官网配图产品详情页Minor part-PC 拷贝 3_2.jpg,,93a4137da1e75c86632d5eefefb57606,2000,870,77892,249699,
byd_yuanpro_detalle_sd_2.jpg,byd,BYD Yuan Pro,detalle,sd,,Yuan Pro/Detalles/Copia de 官网配图产品详情页Minor part-mob 拷贝 3_2.jpg,,35443610ff78267d09c16e7ed2420b82,2000,795,63790,243827,
byd_yuanpro_exterior_malachite-darkcyan_trasero.jpg,byd,BYD Yuan Pro,exterior,malachite-darkcyan,trasero,Yuan Pro/Exterior/Malachite Darkcyan/Copia de 003-BYD YUAN PRO-车尾-湖绿.jpg,,a0720d561c4f019003fcb5a428b2fc98,2000,1135,52631296,341139,
byd_yuanpro_exterior_malachite-darkcyan_1.jpg,byd,BYD Yuan Pro,exterior,malachite-darkcyan,,Yuan Pro/Exterior/Malachite Darkcyan/Copia de 官网配图产品想详情页banner图-Mob_2.jpg,,2ba971acae6dad5faba7dacc5ecc7a58,1000,2000,147429,213836,
byd_yuanpro_exterior_malachite-darkcyan_2.jpg,byd,BYD Yuan Pro,exterior,malachite-darkcyan,,Yuan Pro/Exterior/Malachite Darkcyan/Copia de 官网配图产品想详情页banner图-Mob_3.jpg,,0b1485f33c4df592f1bf8957ee2d5e00,1000,2000,170629,233534,
byd_yuanpro_exterior_malachite-darkcyan_3.jpg,byd,BYD Yuan Pro,exterior,malachite-darkcyan,,Yuan Pro/Exterior/Malachite Darkcyan/Copia de 官网配图产品想详情页banner图-Mob_4.jpg,,e60b066e9f91489791f6782851d99f73,1000,2000,140929,159522,
byd_yuanpro_exterior_malachite-darkcyan_4.jpg,byd,BYD Yuan Pro,exterior,malachite-darkcyan,,Yuan Pro/Exterior/Malachite Darkcyan/Copia de 官网配图产品想详情页banner图-pc_2.jpg,,6761f72078ee1dcf48775af4a4afebab,2000,1125,343369,353540,
byd_yuanpro_exterior_malachite-darkcyan_5.jpg,byd,BYD Yuan Pro,exterior,malachite-darkcyan,,Yuan Pro/Exterior/Malachite Darkcyan/Copia de 官网配图产品想详情页banner图-pc_3.jpg,,a1a225596c83d326ee13fed56a23977c,2000,1125,461905,457405,
byd_yuanpro_exterior_malachite-darkcyan_6.jpg,byd,BYD Yuan Pro,exterior,malachite-darkcyan,,Yuan Pro/Exterior/Malachite Darkcyan/Copia de 官网配图产品想详情页banner图-pc_4.jpg,,92492580ec01ed14fcd889defd8a7085,2000,1125,262417,224924,
byd_yuanpro_exterior_malachite-darkcyan_7.jpg,byd,BYD Yuan Pro,exterior,malachite-darkcyan,,Yuan Pro/Exterior/Malachite Darkcyan/Copia de 官网配图产品详情页Minor part-PC 拷贝 2.jpg,,ac02c728a85405aa5cda8f1932100199,2000,870,58273,169254,
byd_yuanpro_exterior_malachite-darkcyan_8.jpg,byd,BYD Yuan Pro,exterior,malachite-darkcyan,,Yuan Pro/Exterior/Malachite Darkcyan/Copia de 官网配图产品详情页Minor part-PC.jpg,,4eff77a8167de740163fc25b6ff5eb9e,2000,870,64928,190730,
byd_yuanpro_exterior_malachite-darkcyan_9.jpg,byd,BYD Yuan Pro,exterior,malachite-darkcyan,,Yuan Pro/Exterior/Malachite Darkcyan/Copia de 官网配图产品详情页Minor part-mob 拷贝 2.jpg,,d518423e1736eaa809c6ca13636a02fd,2000,795,48507,163516,
byd_yuanpro_exterior_malachite-darkcyan_10.jpg,byd,BYD Yuan Pro,exterior,malachite-darkcyan,,Yuan Pro/Exterior/Malachite Darkcyan/Copia de 官网配图产品详情页Minor part-mob.jpg,,aa25f92b12731a7863aec04cf51d4357,2000,795,51408,175476,
byd_yuanpro_exterior_malachite-darkcyan_diagonal-1.jpg,byd,BYD Yuan Pro,exterior,malachite-darkcyan,diagonal,Yuan Pro/Exterior/Malachite Darkcyan/Copia de 官网配图选配页-mob 蓝45.jpg,,0d78dba2566eed3166d9f211fa6b16d7,2000,1467,86219,239796,
byd_yuanpro_exterior_malachite-darkcyan_lateral-1.jpg,byd,BYD Yuan Pro,exterior,malachite-darkcyan,lateral,Yuan Pro/Exterior/Malachite Darkcyan/Copia de 官网配图选配页-mob 蓝侧.jpg,,135aa8ea823d23b5d7a17e00c887a5cf,2000,1467,80955,214573,
byd_yuanpro_exterior_malachite-darkcyan_diagonal-2.jpg,byd,BYD Yuan Pro,exterior,malachite-darkcyan,diagonal,Yuan Pro/Exterior/Malachite Darkcyan/Copia de 官网配图选配页-pc 蓝45.jpg,,46046f9a24d896e00a12aa2bf81ad421,2000,1456,227467,235691,
byd_yuanpro_exterior_malachite-darkcyan_lateral-2.jpg,byd,BYD Yuan Pro,exterior,malachite-darkcyan,lateral,Yuan Pro/Exterior/Malachite Darkcyan/Copia de 官网配图选配页-pc 蓝侧.jpg,,fd40e94c6fd3303f2c51209df135c7d7,2000,1456,215068,207611,
byd_yuanpro_exterior_malachite-darkcyan_11.jpg,byd,BYD Yuan Pro,exterior,malachite-darkcyan,,Yuan Pro/Exterior/Malachite Darkcyan/Copia de 官网配图首页banner图-Mob.jpg,,8cc4f83b1b95c026e11c91b99f04fa59,1000,2000,158884,217388,
byd_yuanpro_exterior_malachite-darkcyan_12.jpg,byd,BYD Yuan Pro,exterior,malachite-darkcyan,,Yuan Pro/Exterior/Malachite Darkcyan/Copia de 官网配图首页banner图-PC.jpg,,aa71034d42b8da828f09c9edaac6bb72,2000,1125,343812,353042,
byd_yuanpro_exterior_obsidian-black_vista-superior.jpg,byd,BYD Yuan Pro,exterior,obsidian-black,vista-superior,Yuan Pro/Exterior/Obsidian Black/Copia de YUAN PRO 俯视-黑.jpg,,fd6469269362065a770160912e0de453,2000,1125,42346966,419948,
byd_yuanpro_exterior_obsidian-black_diagonal.jpg,byd,BYD Yuan Pro,exterior,obsidian-black,diagonal,Yuan Pro/Exterior/Obsidian Black/Copia de 官网配图选配页-mob 黑45.jpg,,5e3710809e4bf874fb274f0ce1caf65c,2000,1467,80171,229452,
byd_yuanpro_exterior_obsidian-black_lateral.jpg,byd,BYD Yuan Pro,exterior,obsidian-black,lateral,Yuan Pro/Exterior/Obsidian Black/Copia de 官网配图选配页-mob 黑侧.jpg,,fa97e9c000a0cd14d662b3a382b29f2c,2000,1467,75395,205436,
byd_yuanpro_exterior_skiing-white_1.jpg,byd,BYD Yuan Pro,exterior,skiing-white,,Yuan Pro/Exterior/Skiing White/Copia de 官网配图产品想详情页banner图-Mob 拷贝 2.jpg,,d81b56592b54580c75be6b8345c39eed,1000,2000,160349,247403,
byd_yuanpro_exterior_skiing-white_2.jpg,byd,BYD Yuan Pro,exterior,skiing-white,,Yuan Pro/Exterior/Skiing White/Copia de 官网配图产品想详情页banner图-pc_1.jpg,,da9040b72081cef78c30f26e4c5dd470,2000,1125,595597,568613,
byd_yuanpro_exterior_skiing-white_diagonal.jpg,byd,BYD Yuan Pro,exterior,skiing-white,diagonal,Yuan Pro/Exterior/Skiing White/Copia de 官网配图选配页-mob 白45.jpg,,b7c8848694fed66085e2c6c1fdeab61b,2000,1467,84644,241956,
byd_yuanpro_exterior_skiing-white_lateral.jpg,byd,BYD Yuan Pro,exterior,skiing-white,lateral,Yuan Pro/Exterior/Skiing White/Copia de 官网配图选配页-mob 白侧.jpg,,aec0774ba1f8a75ace2253e464e15bd6,2000,1467,75548,203579,
byd_yuanpro_exterior_time-grey_frente-lateral.png,byd,BYD Yuan Pro,exterior,time-grey,frente-lateral,Yuan Pro/Exterior/Time Gray/Copia de 前侧.png,,2241937c5bb8d10a06ecf15084355893,1571,2000,15883007,3275456,
byd_yuanpro_exterior_time-grey_diagonal.jpg,byd,BYD Yuan Pro,exterior,time-grey,diagonal,Yuan Pro/Exterior/Time Gray/Copia de 官网配图选配页-mob 灰45.jpg,,0ede055e2c3598fc7274757311f84556,2000,1467,82348,236720,
byd_yuanpro_exterior_time-grey_lateral.jpg,byd,BYD Yuan Pro,exterior,time-grey,lateral,Yuan Pro/Exterior/Time Gray/Copia de 官网配图选配页-mob 灰侧.jpg,,e288a8de2fb0fd3d07d795e189df192f,2000,1467,74955,204003,
byd_yuanpro_interior_black_1.jpg,byd,BYD Yuan Pro,interior,black,,Yuan Pro/Interior Black/Copia de 官网配图选配页-mob 内饰2.jpg,,aca0e650bea878003a2f9b9715007469,2000,1467,136051,447142,
byd_yuanpro_interior_black_2.jpg,byd,BYD Yuan Pro,interior,black,,Yuan Pro/Interior Black/Copia de 官网配图选配页-pc 内饰2.jpg,,0ccefd6e07f9e1ad5cde289836446720,2000,1456,403450,525117,
byd_yuanpro_interior_gravel-beige_1.jpg,byd,BYD Yuan Pro,interior,gravel-beige,,Yuan Pro/Interior Gravel Beige/Copia de 官网配图产品想详情页banner图-Mob 拷贝.jpg,Yuan Pro/Detalles/Copia de 官网配图产品想详情页banner图-Mob 拷贝.jpg,4ded209a05844afde506a9e7eb189b93,1000,2000,312846,458125,2 copias identicas en origen
byd_yuanpro_interior_gravel-beige_2.jpg,byd,BYD Yuan Pro,interior,gravel-beige,,Yuan Pro/Interior Gravel Beige/Copia de 官网配图产品想详情页banner图-pc 拷贝.jpg,,acd52ab136401f93720e9c95a1d3b3ce,2000,1125,525464,469689,
byd_yuanpro_interior_gravel-beige_3.jpg,byd,BYD Yuan Pro,interior,gravel-beige,,Yuan Pro/Interior Gravel Beige/Copia de 官网配图产品详情页Minor part-PC 拷贝 3_1.jpg,,51526dba6cb46f8ee728637c1b73f26c,2000,870,88645,284962,
byd_yuanpro_interior_gravel-beige_4.jpg,byd,BYD Yuan Pro,interior,gravel-beige,,Yuan Pro/Interior Gravel Beige/Copia de 官网配图产品详情页Minor part-PC 拷贝 3_3.jpg,,afa7709403252e606a050e6fa29f7885,2000,870,101936,338335,
byd_yuanpro_interior_gravel-beige_5.jpg,byd,BYD Yuan Pro,interior,gravel-beige,,Yuan Pro/Interior Gravel Beige/Copia de 官网配图产品详情页Minor part-PC 拷贝 4.jpg,,de3c38c610734e7e08e5ee6c3d8863e7,2000,870,88938,294946,
byd_yuanpro_interior_gravel-beige_6.jpg,byd,BYD Yuan Pro,interior,gravel-beige,,Yuan Pro/Interior Gravel Beige/Copia de 官网配图产品详情页Minor part-mob 拷贝 3_1.jpg,,a0f9ef4609f3fdeb05ed68e85ea31350,2000,795,70942,262768,
byd_yuanpro_interior_gravel-beige_7.jpg,byd,BYD Yuan Pro,interior,gravel-beige,,Yuan Pro/Interior Gravel Beige/Copia de 官网配图产品详情页Minor part-mob 拷贝 3_3.jpg,,c6a5000ae7e9ca7600adf958bad2e74a,2000,795,77699,302092,
byd_yuanpro_interior_gravel-beige_8.jpg,byd,BYD Yuan Pro,interior,gravel-beige,,Yuan Pro/Interior Gravel Beige/Copia de 官网配图选配页-mob 内饰1.jpg,,6e3511b7b314919101ce60f8f0a69ad2,2000,1467,155703,509627,
byd_yuanpro_interior_gravel-beige_9.jpg,byd,BYD Yuan Pro,interior,gravel-beige,,Yuan Pro/Interior Gravel Beige/Copia de 官网配图选配页-pc 内饰1.jpg,,52648e13fc06d3600b220b541ce406bf,2000,1456,444710,582262,
